company_name,fyear,status_label,current_assets,total_assets,cost_of_goods_sold,total_long_term_debt,depreciation_amortization,ebit,ebitda,gross_profit,inventory,total_current_liabilities,net_income,retained_earnings,total_receivables,total_revenue,market_value,total_liabilities,net_sales,total_operating_expenses,division,majorgroup,division_name,majorgroup_name
C_59,2002,alive,1210.0,1218.0,4235.0,0.0,72.0,-121.0,-49.0,-49.0,0.0,667.0,-6840.0,29280.0,0.0,4186.0,164.39999999999998,667.0,4186.0,4235.0,E,42,"Transportation, Communications & Utilities",Trucking & Warehousing
C_86,1999,alive,139892.0,186216.0,482557.0,20.0,4259.0,36038.0,40297.0,137599.0,0.0,60668.0,22733.0,81859.0,101523.0,620156.0,324185000.0,88202.00000000001,620156.0,579859.0,I,73,Services,Business Services
C_86,2000,alive,105369.0,192144.0,447442.0,33913.00000000001,5917.000000000001,15689.0,21606.0,111289.0,0.0,49607.0,9788.0,82587.0,99292.0,558731.0,210527.7,91346.0,558731.0,537125.0,I,73,Services,Business Services
C_86,2001,alive,110835.0,192884.0,452582.0,0.0,8336.0,2900.0,11236.0,99145.0,0.0,94213.0,-2980.0,68542.0,85727.0,551727.0,99933.6,101801.0,551727.0,540491.0,I,73,Services,Business Services
C_86,2002,alive,68678.0,106744.0,349011.0,0.0,5489.0,-2034.0,3455.0,77149.0,0.0,32973.0,-21031.0,47617.0,64620.00000000001,426160.0,47914000.0,36578.0,426160.0,422705.0,I,73,Services,Business Services
C_86,2003,alive,64859.0,101895.0,268322.0,0.0,3656.0,-1590.0,2066.0,63577.0,0.0,29194.000000000004,-1524.0,46093.0,55623.00000000001,331899.0,81594.4,33232.0,331899.0,329833.0,I,73,Services,Business Services
C_86,2004,alive,69682.0,105677.0,273051.0,0.0,3692.0,3854.0,7546.0,68561.0,0.0,28862.0,3852.0,49945.0,57764.0,341612.0,96848000.0,33059.0,341612.0,334066.0,I,73,Services,Business Services
C_86,2005,alive,69415.0,102004.0,259887.0,0.0,3745.0,-2387.0,1358.0,62411.0,0.0,43233.0,-17699.0,32246.0,66968.0,322298.0,59049.6,45692.0,322298.0,320940.0,I,73,Services,Business Services
C_86,2006,alive,66859.0,96231.0,285357.0,0.0,3464.0,-680.9999999999999,2783.0,61630.0,0.0,38018.0,-1060.0,31186.0,64196.0,346987.0,46179.7,40497.0,346987.0,344204.0,I,73,Services,Business Services
C_86,2007,alive,68266.0,85271.0,299925.0,0.0,2764.0,-480.0,2284.0000000000005,59745.0,0.0,43479.0,-16212.0,14893.0,66074.0,359670.0,38352.2,45236.0,359670.0,357386.0,I,73,Services,Business Services
C_86,2008,alive,44623.00000000001,54254.0,232300.0,240.0,2619.0,-382.0,2237.0,51903.0,0.0,21787.0,-10134.0,4759.0,40814.0,284203.0,14449.5,23859.0,284203.0,281966.0,I,73,Services,Business Services
C_86,2009,alive,28288.0,30677.0,113226.0,67.0,1839.0,-10045.0,-8206.0,29939.0,0.0,13286.0,-15907.0,-11148.0,23028.0,143165.0,16699.8,15729.0,143165.0,151371.0,I,73,Services,Business Services
C_86,2010,alive,22396.0,23612.0,82051.0,0.0,860.0,-729.0000000000001,131.0,24637.0,0.0,8023.0,-480.0,-11628.0,17425.0,106688.0,12066.6,9143.0,106688.0,106557.0,I,73,Services,Business Services
C_86,2011,alive,23640.0,26192.0,82102.0,0.0,632.0,4105.0,4737.0,27016.0,0.0,7452.000000000001,3294.0,-8334.0,18016.0,109118.0,28084.1,7859.0,109118.0,104381.0,I,73,Services,Business Services
C_86,2012,alive,22168.000000000004,24719.0,81401.00000000001,0.0,645.9999999999999,514.0,1160.0,24389.0,0.0,5297.000000000001,330.0,-8004.0,16095.0,105790.0,16126.4,5571.000000000002,105790.0,104630.0,I,73,Services,Business Services
C_120,1999,alive,157500.0,1969300.0,835200.0,684300.0,78800.0,154600.0,233400.0,233400.0,66900.0,222900.0,80500.0,186700.0,50700.0,1068600.0,927875000.0,1307800.0,1068600.0,835200.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_120,2000,alive,99700.0,2019900.0,386400.0,664300.0,83200.0,137800.0,221.0,221.0,37200.0,284800.0,77200.0,197800.0,45.0,607400.0,1083375000.0,1399.0,607400.0,386400.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_120,2001,alive,217400.0,3368100.0,740600.0,1064900.0,100.0,208700.0,308700.0,308700.0,119500.0,586600.0,99400.0,227100.0,66300.0,1049300.0,1100347000.0,2696700.0,1049300.0,740600.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_120,2002,alive,586400.0,3742.0,571600.0,994200.0,89100.0,208200.0,297300.0,297300.0,118200.0,1015800.0,103.0,230600.0,351700.0,868900.0,1377810.0,3031900.0,868900.0,571600.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_120,2003,alive,747300.0,3977800.0,649900.0,956100.0,91400.0,242400.0,333800.0,333800.0,209400.0,1054400.0,127900.0,297500.0,439600.0,983700.0,1876950.0,3032500.0,983700.0,649900.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_120,2004,alive,1457.0,5640.0,1401.0,1623.0,99.0,332.0,431.0,431.0,332.0,1477.0,153.0,369.0,889.0,1832.0,2549508000.0,4219.0,1832.0,1401.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_120,2005,alive,2032.0,6251.0,2143.0,1615.0,133.0,442.0,575.0,575.0,543.0,1939.0,193.0,455.0,1220.0,2718.0,2708218000.0,4714.0,2718.0,2143.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_120,2006,alive,1822.0,6147.0,1995.0,1622.0,138.0,488.0,626.0,626.0,597.0,1627.0,212.0,569.0,880.0,2621.0,3023307000.0,4496.0,2621.0,1995.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_120,2007,alive,1811.0,6268.0,1861.0,1674.0,144.0,489.0,633.0,633.0,551.0,1645.0,211.0,667.0,989.0,2494.0,2875696000.0,4560.0,2494.0,1861.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_120,2008,alive,2042.0,6710.0,2170.0,1675.0,152.0,478.0,630.0,630.0,663.0,1983.0,217.0,629.0,1005.0,2800.0,2410815000.0,5026.0,2800.0,2170.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_120,2009,alive,2000.0,7074.0,1683.0,1974.0,158.0,476.0,634.0,634.0,672.0,1772.0,222.0,732.0,963.0,2317.0,2826425000.0,5255.0,2317.0,1683.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_120,2010,alive,2162.0,7518.0,1707.0,1673.0,160.0,506.0,666.0,666.0,639.0,2428.0,234.0,793.0,1162.0,2373.0,2796300.0,5682.0,2373.0,1707.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_120,2011,alive,2746.0,13913.0,1644.0,3561.0,186.0,508.0,694.0,694.0,750.0,3084.0,172.0,750.0,1284.0,2338.0,4944420.0,10574.0,2338.0,1644.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_120,2012,alive,2668.0,14141.0,2877.0,3327.0,415.0,630.0,1045.0,1045.0,708.0,3338.0,271.0,817.0,1335.0,3922.0,4710664.399999999,10706.0,3922.0,2877.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_120,2013,alive,2895.0,14550.0,3184.0,3813.0,397.0,628.0,1025.0,1025.0,658.0,3118.0,295.0,927.0,1493.0,4209.0,5615127.5,10937.0,4209.0,3184.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_120,2014,alive,2890.0,14909.0,3912.0,3602.0,380.0,1093.0,1473.0,1473.0,716.0,3219.0,482.0,1106.0,1541.0,5385.0,6521958.000000001,11081.0,5385.0,3912.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_120,2015,alive,2115.0,14754.0,2740.0,3275.0,397.0,804.0,1201.0,1201.0,651.0,3000.0,353.0,1235.0,932.0,3941.0,7681256.4,10779.0,3941.0,2740.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_156,1999,alive,529100.0,1126400.0,413200.0,158400.0,49100.0,189900.0,239.0,623300.0,204.0,352500.0,118100.0,424900.0,212900.0,1036500.0,2691446000.0,552100.0,1036500.0,797500.0,D,38,Manufacturing,Instruments & Related Products
C_156,2000,alive,526600.0,1089200.0,449700.0,204300.0,49600.0,194300.0,243900.0,649100.0,193500.0,224500.0,106900.0,439200.0,195800.0,1098800.0,2370450.3,475300.0,1098800.0,854900.0,D,38,Manufacturing,Instruments & Related Products
C_156,2001,alive,647400.0,1231100.0,497300.0,156400.0,53200.0,213200.0,266400.0,684.0,182.0,234500.0,143200.0,525700.0,176800.0,1181300.0,3378768000.0,442400.0,1181300.0,914900.0,D,38,Manufacturing,Instruments & Related Products
C_156,2002,alive,758.0,1416700.0,541700.0,152200.0,41.0,252200.0,293200.0,732100.0,147100.0,316900.0,155.0,586200.0,183400.0,1273800.0,2992974000.0,536300.0,1273800.0,980600.0,D,38,Manufacturing,Instruments & Related Products
C_156,2003,alive,875100.0,1692.0,568100.0,151500.0,41300.0,289200.0,330500.0,865.0,156500.0,421900.0,168500.0,703300.0,224100.0,1433100.0,4205093.8,646300.0,1433100.0,1102600.0,D,38,Manufacturing,Instruments & Related Products
C_156,2004,alive,1054.0,2009100.0,605600.0,151400.0,54700.0,369900.0,424600.0,1050500.0,156700.0,390300.0,302800.0,904300.0,290100.0,1656100.0,6696914.6,633300.0,1656100.0,1231500.0,D,38,Manufacturing,Instruments & Related Products
C_156,2005,alive,1264100.0,2265600.0,618900.0,800.0,63800.0,447200.0,511.0,1160200.0,169600.0,640600.0,337100.0,988600.0,267700.0,1779100.0,6856471000.0,729500.0,1779100.0,1268100.0,D,38,Manufacturing,Instruments & Related Products
C_156,2006,alive,1133900.0,2277200.0,697800.0,150600.0,74900.0,475300.0,550200.0,1287700.0,224600.0,295900.0,272100.0,1012500.0,334800.0,1985500.0,8558770.399999999,579200.0,1985500.0,1435300.0,D,38,Manufacturing,Instruments & Related Products
C_156,2007,alive,1242.0,2475500.0,784700.0,149800.0,79800.0,558500.0,638300.0,1417300.0,244700.0,281700.0,406400.0,998800.0,362.0,2202.0,9498106.8,619400.0,2202.0,1563700.0,D,38,Manufacturing,Instruments & Related Products
C_156,2008,alive,1354200.0,2665700.0,857500.0,149800.0,90900.0,644400.0,735300.0,1594600.0,275100.0,273100.0,416500.0,985800.0,394100.0,2452100.0,8374854.2,688500.0,2452100.0,1716800.0,D,38,Manufacturing,Instruments & Related Products
C_156,2009,alive,1491800.0,2906900.0,863900.0,149800.0,93500.0,733500.0,827.0,1671.0,295400.0,281700.0,460100.0,1108700.0,442100.0,2534900.0,7471934.3,701.0,2534900.0,1707900.0,D,38,Manufacturing,Instruments & Related Products
C_156,2010,alive,1529300.0,3171500.0,911900.0,896900.0,104900.0,770300.0,875200.0,1808300.0,308900.0,397700.0,509200.0,463800.0,460800.0,2720200.0,7798064000.0,1540.0,2720200.0,1845.0,D,38,Manufacturing,Instruments & Related Products
C_156,2011,alive,1685900.0,3931100.0,982600.0,908700.0,115100.0,829.0,944100.0,1913800.0,319200.0,904100.0,328.0,411200.0,488900.0,2896400.0,7228426.5,2148900.0,2896400.0,1952300.0,D,38,Manufacturing,Instruments & Related Products
C_156,2012,alive,1847200.0,4151300.0,988800.0,1409600.0,136300.0,819600.0,955900.0,1969300.0,328500.0,447600.0,530100.0,392.0,480900.0,2958100.0,7985064.8,2225600.0,2958100.0,2002200.0,D,38,Manufacturing,Instruments & Related Products
C_156,2013,alive,2090400.0,5041100.0,1076300.0,1405700.0,146400.0,678100.0,824500.0,1973200.0,356200.0,586500.0,689800.0,339200.0,479600.0,3049500.0,10371777.8,2952900.0,3049500.0,2225.0,D,38,Manufacturing,Instruments & Related Products
C_156,2014,alive,2047100.0,5092600.0,1082400.0,1401900.0,174100.0,817300.0,991400.0,2241200.0,376200.0,614600.0,294500.0,-159100.0,455200.0,3323600.0,12478671.7,3287700.0,3323600.0,2332200.0,D,38,Manufacturing,Instruments & Related Products
C_156,2015,alive,2093200.0,4942900.0,1139600.0,1147800.0,193100.0,855.0,1048100.0,2276400.0,413700.0,1261800.0,135400.0,-711500.0,445100.0,3416.0,13961159.7,3487600.0,3416.0,2367900.0,D,38,Manufacturing,Instruments & Related Products
C_156,2016,alive,2316400.0,5306100.0,1163200.0,1641700.0,213400.0,956100.0,1169500.0,2550800.0,483.0,1108900.0,531400.0,-689900.0,477300.0,3714.0,16377489.3,3631.0,3714.0,2544500.0,D,38,Manufacturing,Instruments & Related Products
C_165,1999,alive,1808.0,6803.999999999999,1672.0,13.0,354.0,-2474.0,-2120.0,-168.9999999999999,103.0,1236.0,-3399.0,-31214.0,560.0,1503.0,4573.1,1249.0,1503.0,3623.0,D,28,Manufacturing,Chemicals & Allied Products
C_165,2000,alive,616.0,5087.0,1308.0,1428.0000000000002,111.0,-2366.0,-2255.0,-526.0,129.0,775.0,-3029.0,-34260.0,417.0,782.0,640.2,2315.0,782.0,3037.0,D,28,Manufacturing,Chemicals & Allied Products
C_165,2001,alive,542.0,4058.0,620.0,2513.0,90.0,-1372.0,-1281.9999999999998,-18.0,76.0,892.0,-2321.0,-36582.0,355.0,602.0,1280.3,3513.0,602.0,1884.0,D,28,Manufacturing,Chemicals & Allied Products
C_165,2002,alive,575.0,1264.0,575.0,4241.000000000001,144.0,-1496.0,-1352.0,-106.0,0.0,859.0000000000001,-4614.0,-41197.0,133.0,469.0,420.7000000000001,5207.999999999998,469.0,1821.0,D,28,Manufacturing,Chemicals & Allied Products
C_165,2003,alive,393.9999999999999,941.0,1519.0,4883.0,168.9999999999999,-2056.0,-1887.0,-926.0,0.0,1248.0,-1611.0,-44166.0,89.0,593.0,582.3000000000001,6274.0,593.0,2480.0,D,28,Manufacturing,Chemicals & Allied Products
C_165,2004,alive,366.0,2712.0,1676.9999999999998,4087.0,92.0,-1700.0,-1608.0,-705.0,0.0,1360.0,937.0,-43229.0,166.9999999999999,972.0,2904000.0,6856.0,972.0,2580.0,D,28,Manufacturing,Chemicals & Allied Products
C_165,2005,alive,820.0,4464.0,1976.0,7037.999999999999,187.0,-1717.0,-1530.0,-597.0,149.0,3268.0,-2160.0,-45385.0,221.0,1379.0,6841.3,10439.0,1379.0,2909.0,D,28,Manufacturing,Chemicals & Allied Products
C_165,2006,alive,840.0,2422.0,2290.0,8526.0,214.0,-1281.9999999999998,-1068.0,-205.0,205.0,1111.0,-1554.0,-46906.00000000001,319.0,2085.0,5647.9,9770.0,2085.0,3153.0,D,28,Manufacturing,Chemicals & Allied Products
C_165,2009,alive,1988.0,4415.0,724.0000000000001,2660.0,84.0,-1648.0,-1564.0,-223.0,48.0,1469.0,2863.0,-41049.0,1063.0,501.0,135809.59999999998,4439.0,501.0,2065.0,D,28,Manufacturing,Chemicals & Allied Products
C_165,2010,alive,2389.0,4757.0,1052.0,2290.0,99.0,-2099.0,-2.0,-267.0,63.0,4900.0,-2840.0,-43889.0,1400.0,785.0,7840.6,7500.0,785.0,2785.0,D,28,Manufacturing,Chemicals & Allied Products
C_165,2011,alive,1885.0,7621.0,1285.0,640.0,83.0,-1100.0,-1017.0,-18.0,87.0,7801.0,-1563.0000000000002,-45465.0,1434.0000000000002,1267.0,1297.3,11504.0,1267.0,2284.0000000000005,D,28,Manufacturing,Chemicals & Allied Products
C_184,1999,alive,70613.0,78417.0,56354.0,6267.0,991.0,4630.0,5621.0,36605.0,15584.0,47404.0,-1769.0,-4104.0,44694.0,92959.0,44235000.0,60173.0,92959.0,87338.0,D,35,Manufacturing,Industrial Machinery & Equipment
C_184,2000,alive,54093.0,61746.0,54265.0,2956.0000000000005,859.0000000000001,-2948.0,-2089.0,26599.0,12066.0,47366.00000000001,-8730.0,-14540.0,39617.0,80863.99999999999,31734.7,54169.0,80863.99999999999,82952.99999999999,D,35,Manufacturing,Industrial Machinery & Equipment
C_185,1999,alive,378717.0,668862.0,227728.0,239211.0,27495.0,48599.0,76094.0,321761.0,126277.0,202521.0,11720.999999999998,196213.0,193898.0,549489.0,282847.4,448748.0000000001,549489.0,473395.0,D,38,Manufacturing,Instruments & Related Products
C_185,2000,alive,369668.0,646278.0,308164.0,203360.0,43309.0,58658.0,101967.0,417720.0,132519.0,189308.0,31100.0,218435.0,182242.0,725883.9999999999,388310.4,401660.0,725883.9999999999,623916.9999999999,D,38,Manufacturing,Instruments & Related Products
C_185,2001,alive,430828.0,684028.0,322730.0,188423.0,41300.0,104326.0,145626.0,494779.0,139179.0,199106.0,44179.0,253567.0,194400.0,817508.9999999999,787621.9,400151.0,817508.9999999999,671883.0,D,38,Manufacturing,Instruments & Related Products
C_185,2002,alive,465796.0,720703.0,346335.0,105768.0,36900.0,137375.0,174275.0,546385.0,166372.0,222009.0,67863.0,346943.00000000006,212282.0,892720.0,995554.9,337616.0,892720.0,718445.0,D,38,Manufacturing,Instruments & Related Products
C_185,2003,alive,670878.0,986858.0,396690.0,225835.0,41300.0,145762.0,187062.0,606692.0,190258.0,234326.0,76171.0,453640.0,234085.0,1003382.0,1474660.0,491051.0,1003382.0,816320.0,D,38,Manufacturing,Instruments & Related Products
C_185,2004,alive,911224.0,1392002.0000000002,426839.0,425979.0,53100.0,123465.0,176565.0,663173.0,205512.0,315375.0,68242.0,547257.0,261243.0,1090012.0,1482435.2,795113.9999999998,1090012.0,913447.0,D,38,Manufacturing,Instruments & Related Products
C_185,2005,alive,1008211.0,1426582.0,474399.0,425687.0,60100.0,115298.0,175398.0,706586.0,212342.0,319243.0,81553.0,597859.0,247192.0,1180985.0,1714069000.0,768608.0000000002,1180985.0,1005587.0,D,38,Manufacturing,Instruments & Related Products
C_185,2006,alive,1129777.0,1596168.0,507394.0,425625.0,54.0,142111.0,196111.0,754836.0,253045.0,319533.0,103263.0,741305.0,292970.0,1262230.0,2191430.9,776630.0,1262230.0,1066119.0,D,38,Manufacturing,Instruments & Related Products
C_185,2007,alive,1028974.0,1971594.0,603390.0,441805.0,66300.0,142849.0,209149.0,857661.9999999999,321015.0,414168.0,92994.0,873058.0,358076.0,1461052.0,2792728.5,965470.0,1461052.0,1251903.0,D,38,Manufacturing,Instruments & Related Products
C_185,2008,alive,1093941.0,2037264.0,705743.0,445979.0,96100.0,211700.0,307800.0,1058622.0,375616.0,418034.0,89510.0,916327.0,339653.0,1764365.0,2028702000.0,966624.0,1764365.0,1456565.0,D,38,Manufacturing,Instruments & Related Products
C_185,2009,alive,1562674.0,2535853.0,683201.0,737919.0,101200.0,234790.0,335990.0,1101043.0,351206.0,419972.0,144620.0,1129279.0,345734.00000000006,1784244.0,2662324.6,1256640.0,1784244.0,1448254.0,D,38,Manufacturing,Instruments & Related Products
C_185,2010,alive,1975346.0,3062764.0,727430.0,731100.0,108200.0,284009.0,392209.0,1199688.0,398100.0,666627.0,185490.0,1379707.0,387996.0,1927118.0,2896260.1,1522245.0,1927118.0,1534909.0,D,38,Manufacturing,Instruments & Related Products
C_185,2011,alive,1798155.0,3096803.0,774640.0,731698.0,121.0,295156.0,416156.0,1298889.0,433510.0,459115.0,178222.99999999997,1558600.0,398674.0,2073529.0,2703117000.0,1352421.0,2073529.0,1657372.9999999998,D,38,Manufacturing,Instruments & Related Products
C_185,2012,alive,1929932.0,3436753.0,780573.0,732414.0,130424.0,245200.0,375624.0,1288662.0,448370.0,469920.0,163778.0,1798589.0,398739.0,2069235.0,2986934.5,1425483.0,2069235.0,1693611.0,D,38,Manufacturing,Instruments & Related Products
C_185,2013,alive,1747856.0,3388790.0,807059.0,435615.0,147157.0,210256.0,357413.0,1325635.0,501291.0,487472.0,77790.0,1946834.0,422660.0,2132694.0,3557639.7,1202068.0,2132694.0,1775281.0,D,38,Manufacturing,Instruments & Related Products
C_185,2014,alive,1716367.0000000002,3341278.0,836760.0,435710.0,149867.00000000003,216056.0,365923.0,1338284.0,470997.0,446761.0,88845.0,1913907.0,377640.0,2175044.0,3504424.3000000003,1156123.0,2175044.0,1809121.0,D,38,Manufacturing,Instruments & Related Products
C_185,2015,alive,1777596.0,3711542.0,765923.0,435707.0,131847.99999999997,174208.0,306056.0,1253518.0,490224.0,441351.0,113093.0,2190193.0,391485.0,2019441.0,4066030.2,1221039.0,2019441.0,1713385.0,D,38,Manufacturing,Instruments & Related Products
C_185,2016,alive,1844524.0,3850504.0,785088.0000000001,434186.0,142897.00000000003,127599.0,270496.0,1283083.9999999998,524961.0,471322.0,28125.0,2253946.0,372348.0,2068172.0,5395752.6,1263745.0,2068172.0,1797676.0000000002,D,38,Manufacturing,Instruments & Related Products
C_185,2017,alive,1976649.0,4273012.0,822372.0,434581.0,148682.00000000003,138956.00000000003,287638.0,1337781.0,594804.0,502696.0,122249.0,2569233.0,464847.0,2160153.0,7106879.7,1342762.0000000005,2160153.0,1872515.0,D,38,Manufacturing,Instruments & Related Products
C_185,2018,alive,2023478.0,5611068.0,928852.0,438937.0,138088.0,210225.0,348313.00000000006,1360563.0,583815.0,450795.0,365614.0,3675115.0,392443.0,2289415.0,6909075.1,1590737.0,2289415.0,1941102.0,D,38,Manufacturing,Instruments & Related Products
C_190,1999,alive,76.0,392.9999999999999,739.0000000000001,0.0,85.0,-583.0,-498.0,-498.0,37.0,94.0,-569.0,-10975.0,36.0,241.0,968.2,94.0,241.0,739.0000000000001,D,38,Manufacturing,Instruments & Related Products
C_190,2000,alive,83.0,441.0,8.0,0.0,30.0,-39.0,-9.0,684.0,18.0,177.0,-35.0,-11010.0,37.0,692.0000000000001,17642.3,177.0,692.0000000000001,701.0,D,38,Manufacturing,Instruments & Related Products
C_190,2001,alive,281.0,555.0,1062.0,0.0,120.0,-22.0,98.0,98.0,30.0,157.0,-22.0,-11033.0,32.0,1160.0,13869.5,157.0,1160.0,1062.0,D,38,Manufacturing,Instruments & Related Products
C_190,2002,alive,535.0,755.9999999999999,1428.0000000000002,0.0,73.0,-1168.0,-1095.0,-1095.0,163.0,127.0,-1268.0,-12300.0,34.0,332.9999999999999,8847.000000000002,127.0,332.9999999999999,1428.0000000000002,D,38,Manufacturing,Instruments & Related Products
C_190,2003,alive,210.0,368.0,208.0,0.0,28.9999999999999,-1490.0,-1461.0,255.0,131.0,1002.0,-1556.0,-13857.0,51.0,462.9999999999999,8530.5,1002.0,462.9999999999999,1924.0,D,38,Manufacturing,Instruments & Related Products
C_190,2004,alive,309.0,455.0,152.0,700.0,17.0,26.0,43.0,700.0,21.0,289.0,26.0,-13830.0,98.0,852.0,2741.9,989.0,852.0,809.0,D,38,Manufacturing,Instruments & Related Products
C_190,2005,alive,100.9999999999999,133.0,120.0,542.9999999999999,13.9999999999999,-258.0,-244.0,342.0,36.0,521.0,-397.0,-14227.0,52.0,462.0,3278.3,1064.0,462.0,706.0,D,38,Manufacturing,Instruments & Related Products
C_190,2006,alive,458.9999999999999,479.0,36.0,0.0,10.0,-519.0,-509.0,305.0,10.0,957.0,-613.0,-14840.0,24.0,341.0,40283.3,963.0,341.0,850.0,D,38,Manufacturing,Instruments & Related Products
C_190,2008,alive,989.0,1459.0,13.0,0.0,6.0,-1848.0,-1842.0,289.0,173.0,495.0,-1836.0,-18035.0,43.0,302.0,34019.5,495.0,302.0,2144.0,D,38,Manufacturing,Instruments & Related Products
C_190,2009,alive,2076.0,2536.0,136.0,0.0,114.0,-1829.0,-1715.0,410.0,911.0,285.0,-1768.0,-19825.0,60.0,546.0,25986.7,285.0,546.0,2261.0,D,38,Manufacturing,Instruments & Related Products
C_190,2010,alive,1289.0,1631.0,120.0,0.0,123.0,-1643.0,-1520.0,497.0,765.9999999999999,925.0,-1624.0,-21465.0,211.0,617.0,23370.9,925.0,617.0,2137.0,D,38,Manufacturing,Instruments & Related Products
C_190,2011,alive,695.0,723.0,53.0,0.0,119.0,-832.0000000000001,-713.0,690.0,531.0,1376.0,-1392.0,-22894.0,69.0,743.0,15852.1,1376.0,743.0,1456.0,D,38,Manufacturing,Instruments & Related Products
C_190,2012,alive,605.0,616.0,8.0,150.0,17.0,-412.0,-395.0,242.0,499.0,1620.0,-553.9999999999999,-23422.0,18.0,250.0,8959.9,1770.0,250.0,645.0,D,38,Manufacturing,Instruments & Related Products
C_190,2013,alive,805.0,810.0,36.0,1200.0,5.0,-379.0,-374.0,73.0,462.0,758.0,-507.0,-23929.0,1.0,109.0,14209.6,1958.0,109.0,483.0,D,38,Manufacturing,Instruments & Related Products
